,year,SUBURB,suburb,n,price_mean
1146,2020,GLEN WAVERLEY,Glen Waverley,317,1334836.53
1147,2020,GLENROY,Glenroy,285,650855.6807
1148,2020,GOWANBRAE,Gowanbrae,28,706767.8571
1149,2020,GREENSBOROUGH,Greensborough,228,819643.9167
1150,2020,GREENVALE,Greenvale,206,755983.7913
1151,2020,GRUYERE,Gruyere,7,1546785.714
1152,2020,GUYS HILL,Guys Hill,1,1350000
1153,2020,HADFIELD,Hadfield,93,659747.3118
1154,2020,HALLAM,Hallam,97,578373.7113
1155,2020,HAMPTON,Hampton,131,1559543.893
1156,2020,HAMPTON EAST,Hampton East,83,1103834.145
1157,2020,HAMPTON PARK,Hampton Park,254,526650.1693
1158,2020,HARKAWAY,Harkaway,12,1531458.333
1159,2020,HARKNESS,Harkness,166,481531.3193
1160,2020,HASTINGS,Hastings,186,526767.6075
1161,2020,HAWTHORN,Hawthorn,214,1100562.136
1162,2020,HAWTHORN EAST,Hawthorn East,128,1372763.344
1163,2020,HEALESVILLE,Healesville,107,631505.1402
1164,2020,HEATHERTON,Heatherton,26,926442.3077
1165,2020,HEATHMONT,Heathmont,94,870266.1596
1166,2020,HEIDELBERG,Heidelberg,80,849116.9875
1167,2020,HEIDELBERG HEIGHTS,Heidelberg Heights,103,787071.7282
1168,2020,HEIDELBERG WEST,Heidelberg West,72,685695.8333
1169,2020,HIGHETT,Highett,163,963084.6319
1170,2020,HILLSIDE,Hillside,150,694056.8333
1171,2020,HODDLES CREEK,Hoddles Creek,7,826857.1429
1172,2020,HOPPERS CROSSING,Hoppers Crossing,335,569454.2358
1173,2020,HUGHESDALE,Hughesdale,42,998940.4762
1174,2020,HUNTINGDALE,Huntingdale,18,938638.8889
1175,2020,HURSTBRIDGE,Hurstbridge,25,827709.44
1176,2020,IONA,Iona,1,660000
1177,2020,IVANHOE,Ivanhoe,112,1064388.446
1178,2020,IVANHOE EAST,Ivanhoe East,31,1742521.065
1179,2020,JACANA,Jacana,15,502933.3333
1180,2020,JUNCTION VILLAGE,Junction Village,15,539073.3333
1181,2020,KALKALLO,Kalkallo,78,570982.8205
1182,2020,KALLISTA,Kallista,15,890205.8667
1183,2020,KALORAMA,Kalorama,22,805964.7727
1184,2020,KANGAROO GROUND,Kangaroo Ground,11,1746545.455
1185,2020,KEALBA,Kealba,25,602960
1186,2020,KEILOR,Keilor,41,912865.8537
1187,2020,KEILOR DOWNS,Keilor Downs,58,637844.3103
1188,2020,KEILOR EAST,Keilor East,146,853627.9178
1189,2020,KEILOR LODGE,Keilor Lodge,1,760000
1190,2020,KEILOR PARK,Keilor Park,19,718736.8421
1191,2020,KENSINGTON,Kensington,146,887996.5685
1192,2020,KEW,Kew,193,1781295.793
1193,2020,KEW EAST,Kew East,42,1662229.024
1194,2020,KEYSBOROUGH,Keysborough,262,834826.1412
1195,2020,KILSYTH,Kilsyth,196,672983.5459
1196,2020,KILSYTH SOUTH,Kilsyth South,17,1046941.176
1197,2020,KINGS PARK,Kings Park,61,534893.4426
1198,2020,KINGSBURY,Kingsbury,30,662799.6
1199,2020,KINGSVILLE,Kingsville,48,867548.0208
1200,2020,KNOXFIELD,Knoxfield,85,758308.6824
1201,2020,KOO WEE RUP,Koo Wee Rup,54,514361.1111
1202,2020,KOOYONG,Kooyong,4,2034749.5
1203,2020,KURUNJANG,Kurunjang,131,483074.8092
1204,2020,LALOR,Lalor,196,615272.4541
1205,2020,LANG LANG,Lang Lang,34,560897.0588
1206,2020,LANGWARRIN,Langwarrin,343,651101.7551
1207,2020,LANGWARRIN SOUTH,Langwarrin South,4,952750
1208,2020,LAUNCHING PLACE,Launching Place,33,651372.7273
1209,2020,LAVERTON,Laverton,92,549823.3696
1210,2020,LILYDALE,Lilydale,227,690982.2907
1211,2020,LITTLE RIVER,Little River,5,1151000
1212,2020,LOWER PLENTY,Lower Plenty,44,1222403.523
1213,2020,LYNBROOK,Lynbrook,67,663353.9254
1214,2020,LYNDHURST,Lyndhurst,104,712383.2981
1215,2020,LYSTERFIELD,Lysterfield,45,1080120.844
1216,2020,LYSTERFIELD SOUTH,Lysterfield South,2,1152500
1217,2020,MACCLESFIELD,Macclesfield,7,1074285.714
1218,2020,MACLEOD,Macleod,120,887537.9
1219,2020,MAIDSTONE,Maidstone,129,705499.1318
1220,2020,MAIN RIDGE,Main Ridge,2,4025000
1221,2020,MALVERN,Malvern,69,1845144.942
1222,2020,MALVERN EAST,Malvern East,171,1268022.14
1223,2020,MANOR LAKES,Manor Lakes,132,577801.1212
1224,2020,MARIBYRNONG,Maribyrnong,149,722070.4295
1225,2020,MARYKNOLL,Maryknoll,2,833750
1226,2020,MCCRAE,Mccrae,70,1039464.286
1227,2020,MCKINNON,Mckinnon,44,1306826.477
1228,2020,MCMAHONS CREEK,Mcmahons Creek,3,423333.3333
1229,2020,MEADOW HEIGHTS,Meadow Heights,105,480505.2381
1230,2020,MELBOURNE,Melbourne,436,528007.2936
1231,2020,MELTON,Melton,136,423522.5735
1232,2020,MELTON SOUTH,Melton South,222,429043.2883
1233,2020,MELTON WEST,Melton West,136,468457.1029
1234,2020,MENTONE,Mentone,166,838387.6506
1235,2020,MENZIES CREEK,Menzies Creek,8,816056.25
1236,2020,MERNDA,Mernda,317,596063.4984
1237,2020,MERRICKS BEACH,Merricks Beach,3,2016666.667
1238,2020,MERRICKS NORTH,Merricks North,2,1321250
1239,2020,MICKLEHAM,Mickleham,301,575453.4452
1240,2020,MIDDLE PARK,Middle Park,45,1863822.222
1241,2020,MILL PARK,Mill Park,222,674141.5495
1242,2020,MILLGROVE,Millgrove,37,433851.3514
1243,2020,MITCHAM,Mitcham,213,934355.1315
1244,2020,MONBULK,Monbulk,57,715633.3684
1245,2020,MONT ALBERT,Mont Albert,33,1364928.424
1246,2020,MONT ALBERT NORTH,Mont Albert North,45,1219722.222
1247,2020,MONTMORENCY,Montmorency,119,907785.7143
1248,2020,MONTROSE,Montrose,60,841930.0167
1249,2020,MOONEE PONDS,Moonee Ponds,173,941166.8902
1250,2020,MOORABBIN,Moorabbin,59,996432.2034
1251,2020,MOOROOLBARK,Mooroolbark,257,719201.6031
1252,2020,MORDIALLOC,Mordialloc,113,827417.2566
1253,2020,MORNINGTON,Mornington,459,954185.5512
1254,2020,MOUNT BURNETT,Mount Burnett,2,792500
1255,2020,MOUNT COTTRELL,Mount Cottrell,1,868000
1256,2020,MOUNT DANDENONG,Mount Dandenong,26,841507.6923
1257,2020,MOUNT ELIZA,Mount Eliza,247,1426601.741
1258,2020,MOUNT EVELYN,Mount Evelyn,103,742609.2233
1259,2020,MOUNT MARTHA,Mount Martha,348,1197338.362
1260,2020,MOUNT WAVERLEY,Mount Waverley,305,1243058.049
1261,2020,MULGRAVE,Mulgrave,163,880292.0368
1262,2020,MURRUMBEENA,Murrumbeena,106,908295.4434
1263,2020,NAR NAR GOON,Nar Nar Goon,5,544400
1264,2020,NAR NAR GOON NORTH,Nar Nar Goon North,5,1325400
1265,2020,NARRE WARREN,Narre Warren,282,607816.4078
1266,2020,NARRE WARREN EAST,Narre Warren East,1,970000
1267,2020,NARRE WARREN NORTH,Narre Warren North,40,1199956.25
1268,2020,NARRE WARREN SOUTH,Narre Warren South,280,695617.2821
1269,2020,NEWPORT,Newport,156,997232.0513
1270,2020,NIDDRIE,Niddrie,81,964543.2099
1271,2020,NOBLE PARK,Noble Park,263,563919.4297
1272,2020,NOBLE PARK NORTH,Noble Park North,41,657573.1707
1273,2020,NORTH MELBOURNE,North Melbourne,139,743985.5252
1274,2020,NORTH WARRANDYTE,North Warrandyte,37,1160206.757
1275,2020,NORTHCOTE,Northcote,308,1140247.568
1276,2020,NOTTING HILL,Notting Hill,21,659242.8571
1277,2020,NUNAWADING,Nunawading,133,952323.3083
1278,2020,OAK PARK,Oak Park,105,817123.5619
1279,2020,OAKLEIGH,Oakleigh,88,965261.2727
1280,2020,OAKLEIGH EAST,Oakleigh East,66,906257.3939
1281,2020,OAKLEIGH SOUTH,Oakleigh South,101,921285.1683
1282,2020,OFFICER,Officer,388,585631.5361
1283,2020,OFFICER SOUTH,Officer South,9,500329
1284,2020,OLINDA,Olinda,21,875238.0952
1285,2020,ORMOND,Ormond,90,980056.1111
1286,2020,PAKENHAM,Pakenham,927,536161.4563
1287,2020,PAKENHAM UPPER,Pakenham Upper,12,1076833.333
1288,2020,PANTON HILL,Panton Hill,3,948333.3333
1289,2020,PARK ORCHARDS,Park Orchards,32,2090843.75
1290,2020,PARKDALE,Parkdale,139,1038721.532
1291,2020,PARKVILLE,Parkville,51,1009656.863
1292,2020,PASCOE VALE,Pascoe Vale,212,789766.2972
1293,2020,PASCOE VALE SOUTH,Pascoe Vale South,95,917797.3579
1294,2020,PATTERSON LAKES,Patterson Lakes,95,903688.2947
1295,2020,PEARCEDALE,Pearcedale,25,683056.64
1296,2020,PLENTY,Plenty,17,1343647.059
1297,2020,PLUMPTON,Plumpton,14,453164.0714
1298,2020,POINT COOK,Point Cook,585,672515.9043
1299,2020,PORT MELBOURNE,Port Melbourne,238,1140797.353
1300,2020,PORTSEA,Portsea,24,2422875
1301,2020,POWELLTOWN,Powelltown,1,360000
1302,2020,PRAHRAN,Prahran,251,963999.1235
1303,2020,PRESTON,Preston,357,838196.0364
1304,2020,PRINCES HILL,Princes Hill,1,1150000
1305,2020,RED HILL,Red Hill,11,2270454.545
1306,2020,RESEARCH,Research,21,1307870.333
1307,2020,RESERVOIR,Reservoir,549,703385.7013
1308,2020,RICHMOND,Richmond,402,952993.5224
1309,2020,RINGWOOD,Ringwood,238,760233.8067
1310,2020,RINGWOOD EAST,Ringwood East,139,775555.1511
1311,2020,RINGWOOD NORTH,Ringwood North,97,983055
1312,2020,RIPPONLEA,Ripponlea,19,1032447.368
1313,2020,ROCKBANK,Rockbank,38,476073.8947
1314,2020,ROSANNA,Rosanna,81,983895.0617
1315,2020,ROSEBUD,Rosebud,386,638461.8549
1316,2020,ROWVILLE,Rowville,274,834116.4234
1317,2020,ROXBURGH PARK,Roxburgh Park,173,571665.3815
1318,2020,RYE,Rye,317,888931.388
1319,2020,RYTHDALE,Rythdale,1,1280000
1320,2020,SAFETY BEACH,Safety Beach,157,895989.4968
1321,2020,SANDHURST,Sandhurst,71,805288.7324
1322,2020,SANDRINGHAM,Sandringham,124,1329034.282
1323,2020,SASSAFRAS,Sassafras,14,1165785.714
1324,2020,SCORESBY,Scoresby,37,785824.3243
1325,2020,SEABROOK,Seabrook,35,635596.8
1326,2020,SEAFORD,Seaford,280,657430.85
1327,2020,SEAHOLME,Seaholme,26,892643.7308
1328,2020,SEDDON,Seddon,85,995548.8235
1329,2020,SELBY,Selby,16,776718.75
1330,2020,SEVILLE,Seville,26,685957.8462
1331,2020,SEVILLE EAST,Seville East,5,638600
1332,2020,SHERBROOKE,Sherbrooke,5,1004000
1333,2020,SHOREHAM,Shoreham,4,1145000
1334,2020,SILVAN,Silvan,9,885172.2222
1335,2020,SKYE,Skye,78,619455.359
1336,2020,SMITHS GULLY,Smiths Gully,3,1086666.667
1337,2020,SOMERS,Somers,29,1103965.517
1338,2020,SOMERVILLE,Somerville,146,679071.5685
1339,2020,SORRENTO,Sorrento,82,1917640.402
1340,2020,SOUTH KINGSVILLE,South Kingsville,44,869284.0682
1341,2020,SOUTH MELBOURNE,South Melbourne,148,1084701.101
1342,2020,SOUTH MORANG,South Morang,232,639143.2845
1343,2020,SOUTH WHARF,South Wharf,1,1020000
1344,2020,SOUTH YARRA,South Yarra,344,939171.6163
1345,2020,SOUTHBANK,Southbank,383,675999.6841
1346,2020,SPOTSWOOD,Spotswood,32,952484.375
1347,2020,SPRINGVALE,Springvale,119,739236.2605
1348,2020,SPRINGVALE SOUTH,Springvale South,56,635026.9821
1349,2020,ST ALBANS,St Albans,288,590194.9653
1350,2020,ST ANDREWS,St Andrews,6,1040583.333
1351,2020,ST ANDREWS BEACH,St Andrews Beach,22,1261850
1352,2020,ST HELENA,St Helena,24,969081.25
1353,2020,ST KILDA,St Kilda,376,684793.0479
1354,2020,ST KILDA EAST,St Kilda East,158,782475.2975
1355,2020,ST KILDA WEST,St Kilda West,41,1129544.512
1356,2020,STEELS CREEK,Steels Creek,2,1140000
1357,2020,STRATHMORE,Strathmore,87,1231741.379
1358,2020,STRATHMORE HEIGHTS,Strathmore Heights,8,883531.25
1359,2020,STRATHTULLOH,Strathtulloh,22,506875.4545
1360,2020,SUNBURY,Sunbury,550,589399.6618
1361,2020,SUNSHINE,Sunshine,96,726648.4792
1362,2020,SUNSHINE NORTH,Sunshine North,77,679200.7532
1363,2020,SUNSHINE WEST,Sunshine West,139,629328.2446
1364,2020,SURREY HILLS,Surrey Hills,110,1549937.882
1365,2020,SYDENHAM,Sydenham,110,560584.1091
1366,2020,TARNEIT,Tarneit,553,562641.9331
1367,2020,TAYLORS HILL,Taylors Hill,101,739079.703
1368,2020,TAYLORS LAKES,Taylors Lakes,80,777943.75
1369,2020,TECOMA,Tecoma,21,761595.2381
1370,2020,TEMPLESTOWE,Templestowe,130,1407602.231
1371,2020,TEMPLESTOWE LOWER,Templestowe Lower,130,1118796.054
1372,2020,THE BASIN,The Basin,43,779181.3721
1373,2020,THE PATCH,The Patch,11,735059.0909
1374,2020,THOMASTOWN,Thomastown,148,587822.9662
1375,2020,THORNBURY,Thornbury,195,999807.641
1376,2020,THORNHILL PARK,Thornhill Park,50,540360.7
1377,2020,THREE BRIDGES,Three Bridges,2,771500
1378,2020,TOOLANGI,Toolangi,6,784583.3333
1379,2020,TOOLERN VALE,Toolern Vale,6,917333.3333
1380,2020,TOORADIN,Tooradin,14,718750
1381,2020,TOORAK,Toorak,105,1876828.99
1382,2020,TOOTGAROOK,Tootgarook,82,744008.122
1383,2020,TRAVANCORE,Travancore,41,545315.1463
1384,2020,TREMONT,Tremont,2,772500
1385,2020,TRUGANINA,Truganina,372,566066.5753
1386,2020,TULLAMARINE,Tullamarine,72,577294.4444
1387,2020,TYABB,Tyabb,31,645667.7419
1388,2020,TYNONG,Tynong,4,616250
1389,2020,TYNONG NORTH,Tynong North,4,1152500
1390,2020,UPPER FERNTREE GULLY,Upper Ferntree Gully,28,755133.9286
1391,2020,UPWEY,Upwey,61,795630.9836
1392,2020,VERMONT,Vermont,101,1010140.475
1393,2020,VERMONT SOUTH,Vermont South,82,1164854.634
1394,2020,VIEWBANK,Viewbank,54,1025234.63
1395,2020,WANDIN EAST,Wandin East,4,1090125
1396,2020,WANDIN NORTH,Wandin North,28,797112.4643
1397,2020,WANTIRNA,Wantirna,112,899564.6339
1398,2020,WANTIRNA SOUTH,Wantirna South,148,954178.3108
1399,2020,WARBURTON,Warburton,34,633563.2353
1400,2020,WARNEET,Warneet,17,629970.5882
1401,2020,WARRANDYTE,Warrandyte,45,1227600
1402,2020,WARRANDYTE SOUTH,Warrandyte South,6,1716035
1403,2020,WARRANWOOD,Warranwood,42,1080921.429
1404,2020,WATERWAYS,Waterways,15,1296720
1405,2020,WATSONIA,Watsonia,73,761441.5479
1406,2020,WATSONIA NORTH,Watsonia North,26,783855.7692
1407,2020,WATSONS CREEK,Watsons Creek,1,1427250
1408,2020,WATTLE GLEN,Wattle Glen,20,944750
1409,2020,WEIR VIEWS,Weir Views,41,483560.9756
1410,2020,WERRIBEE,Werribee,571,515417.6988
1411,2020,WERRIBEE SOUTH,Werribee South,20,546150
1412,2020,WESBURN,Wesburn,8,583500
1413,2020,WEST FOOTSCRAY,West Footscray,167,736863.8623
1414,2020,WEST MELBOURNE,West Melbourne,67,679961.194
1415,2020,WESTMEADOWS,Westmeadows,87,603073.5632
1416,2020,WHEELERS HILL,Wheelers Hill,130,1248284.246
1417,2020,WHITTLESEA,Whittlesea,96,731252.0833
1418,2020,WILDWOOD,Wildwood,1,1600000
1419,2020,WILLIAMS LANDING,Williams Landing,83,710149.1566
1420,2020,WILLIAMSTOWN,Williamstown,171,1243473.099
1421,2020,WILLIAMSTOWN NORTH,Williamstown North,4,763750
1422,2020,WINDSOR,Windsor,62,822195.1613
1423,2020,WOLLERT,Wollert,513,564344.3684
1424,2020,WONGA PARK,Wonga Park,23,1281593.478
1425,2020,WOORI YALLOCK,Woori Yallock,47,562291.8723
1426,2020,WYNDHAM VALE,Wyndham Vale,242,497094.3058
1427,2020,YALLAMBIE,Yallambie,21,832661.9048
1428,2020,YAN YEAN,Yan Yean,1,975000
1429,2020,YARRA GLEN,Yarra Glen,32,770765.625
1430,2020,YARRA JUNCTION,Yarra Junction,49,583658.1633
1431,2020,YARRAMBAT,Yarrambat,13,1506740.385
1432,2020,YARRAVILLE,Yarraville,192,1005092.964
1433,2020,YELLINGBO,Yellingbo,4,991250
1434,2021,ABBOTSFORD,Abbotsford,63,812222.2063
1435,2021,ABERFELDIE,Aberfeldie,9,1582555.556
1436,2021,AINTREE,Aintree,38,697090.7895
1437,2021,AIRPORT WEST,Airport West,40,822972.2
1438,2021,ALBANVALE,Albanvale,17,600411.7647
1439,2021,ALBERT PARK,Albert Park,21,2053761.905
1440,2021,ALBION,Albion,19,515250
1441,2021,ALPHINGTON,Alphington,18,1160791.667
1442,2021,ALTONA,Altona,65,955640
1443,2021,ALTONA MEADOWS,Altona Meadows,63,639932.6825
1444,2021,ALTONA NORTH,Altona North,60,794902.5
1445,2021,ARDEER,Ardeer,17,682176.4706
1446,2021,ARMADALE,Armadale,35,1156671.429
1447,2021,ARTHURS CREEK,Arthurs Creek,1,1360000
1448,2021,ARTHURS SEAT,Arthurs Seat,1,2100000
1449,2021,ASCOT VALE,Ascot Vale,60,887441.6667
1450,2021,ASHBURTON,Ashburton,14,1549714.286
1451,2021,ASHWOOD,Ashwood,27,1132929.63
1452,2021,ASPENDALE,Aspendale,32,1114036.531
1453,2021,ASPENDALE GARDENS,Aspendale Gardens,9,1030777.778
1454,2021,ATTWOOD,Attwood,5,855400
1455,2021,AVONDALE HEIGHTS,Avondale Heights,53,872301.8868
1456,2021,AVONSLEIGH,Avonsleigh,5,802443
1457,2021,BADGER CREEK,Badger Creek,7,677016.7143
1458,2021,BALACLAVA,Balaclava,21,1072242.857
1459,2021,BALNARRING,Balnarring,12,1100250
1460,2021,BALNARRING BEACH,Balnarring Beach,5,1347000
1461,2021,BALWYN,Balwyn,47,1737441.489
1462,2021,BALWYN NORTH,Balwyn North,53,1906351.868
1463,2021,BAXTER,Baxter,6,611166.6667
1464,2021,BAYLES,Bayles,1,1500000
1465,2021,BAYSWATER,Bayswater,64,739644.5938
1466,2021,BAYSWATER NORTH,Bayswater North,37,738175.6757
1467,2021,BEACONSFIELD,Beaconsfield,30,820900.1667
1468,2021,BEACONSFIELD UPPER,Beaconsfield Upper,3,1521666.667
1469,2021,BEAUMARIS,Beaumaris,48,1667880.208
1470,2021,BELGRAVE,Belgrave,13,749784.6154
1471,2021,BELGRAVE HEIGHTS,Belgrave Heights,7,840714.2857
1472,2021,BELGRAVE SOUTH,Belgrave South,6,1327833.167
1473,2021,BELLFIELD,Bellfield,5,882600
1474,2021,BEND OF ISLANDS,Bend Of Islands,2,745000
1475,2021,BENTLEIGH,Bentleigh,73,1261974.205
1476,2021,BENTLEIGH EAST,Bentleigh East,100,1232149.43
1477,2021,BERWICK,Berwick,228,838361.9123
1478,2021,BITTERN,Bittern,20,658515
1479,2021,BLACK ROCK,Black Rock,24,1798708.333
1480,2021,BLACKBURN,Blackburn,52,1162711.558
1481,2021,BLACKBURN NORTH,Blackburn North,20,1096829.4
1482,2021,BLACKBURN SOUTH,Blackburn South,36,1278953.194
1483,2021,BLAIRGOWRIE,Blairgowrie,32,1494251.125
1484,2021,BLIND BIGHT,Blind Bight,6,632583.3333
1485,2021,BONBEACH,Bonbeach,55,845944.5273
1486,2021,BONNIE BROOK,Bonnie Brook,1,501420
1487,2021,BORONIA,Boronia,103,733498.4272
1488,2021,BOTANIC RIDGE,Botanic Ridge,24,814291.6667
1489,2021,BOX HILL,Box Hill,51,863905.1765
1490,2021,BOX HILL NORTH,Box Hill North,50,1088229.76
1491,2021,BOX HILL SOUTH,Box Hill South,39,1334084.872
1492,2021,BRAYBROOK,Braybrook,42,681071.4286
1493,2021,BRIAR HILL,Briar Hill,13,917576.9231
1494,2021,BRIGHTON,Brighton,41,2212585.341
1495,2021,BRIGHTON EAST,Brighton East,46,1883534.522
1496,2021,BROADMEADOWS,Broadmeadows,50,522670
1497,2021,BROOKFIELD,Brookfield,46,562338.0652
1498,2021,BROOKLYN,Brooklyn,15,698666.6667
1499,2021,BRUNSWICK,Brunswick,121,874868.0083
1500,2021,BRUNSWICK EAST,Brunswick East,61,834529.5082
1501,2021,BRUNSWICK WEST,Brunswick West,63,796907.1429
1502,2021,BULLA,Bulla,1,1005000
1503,2021,BULLEEN,Bulleen,56,1083612.5
1504,2021,BUNDOORA,Bundoora,97,758485.4433
1505,2021,BUNYIP,Bunyip,10,593780
1506,2021,BURNLEY,Burnley,1,1315000
1507,2021,BURNSIDE,Burnside,9,721222.2222
1508,2021,BURNSIDE HEIGHTS,Burnside Heights,11,684636.3636
1509,2021,BURWOOD,Burwood,59,1083841.508
1510,2021,BURWOOD EAST,Burwood East,29,1104830.621
1511,2021,CAIRNLEA,Cairnlea,14,746392.8571
1512,2021,CAMBERWELL,Camberwell,40,1638679.65
1513,2021,CAMPBELLFIELD,Campbellfield,13,527568.3077
1514,2021,CANNONS CREEK,Cannons Creek,5,775000
1515,2021,CANTERBURY,Canterbury,15,2102566.667
1516,2021,CAPE SCHANCK,Cape Schanck,6,1506750
1517,2021,CAPEL SOUND,Capel Sound,46,697316.3043
1518,2021,CARLTON,Carlton,50,563297.76
1519,2021,CARLTON NORTH,Carlton North,29,1724827.586
